Density, E_angle, E_bond, E_dihed, E_impro, E_vdwl, KinEng, Lx, Ly, Lz, PotEng, Press, Step, Temp, TotEng, Volume, f_avd, f_sxx_ave, f_syy_ave, f_szz_ave, v_Time, v_sxx, v_syy, v_szz
1.1666042, 44083.258, 8913.5213, -4487.5778, 283.43775, -3560.1197, 18905.905, 60.779252, 58.077261, 58.285624, 43975.651, -449.31018, 370000, 301.17952, 62881.556, 205741.99, 1.1640425, 6.7433536, 0.37715033, 6.5356167, 185, 71.733905, 12.511188, 52.333969
1.1644257, 44102.478, 9097.1566, -4556.5784, 279.91244, -3544.2198, 18800.16, 60.968021, 58.1133, 58.177765, 44121.389, 78.840345, 372000, 299.49494, 62921.548, 206126.89, 1.1677815, -6.9474434, 5.7241213, -5.5301205, 186, 34.01859, -23.386242, -34.597841
1.1650466, 44188.215, 9085.4344, -4664.5588, 281.20492, -3538.6067, 18761.375, 60.989399, 58.116814, 58.122864, 44057.21, -49.018491, 374000, 298.87708, 62818.585, 206017.05, 1.1665566, 6.4929598, -5.5511343, -5.6210487e-05, 187, 20.661023, -74.990828, 69.2302
1.1682967, 44030.122, 9050.6064, -4553.0169, 272.83303, -3585.5345, 18894.992, 60.697904, 58.47712, 57.88068, 43923.231, 93.790015, 376000, 301.00566, 62818.223, 205443.92, 1.1670273, -4.0524445, 0.57774285, 4.8342527, 188, 59.746932, -23.315436, -64.941315
1.1699925, 44157.644, 9134.6532, -4648.8699, 264.61163, -3598.8483, 18923.694, 60.886589, 58.290776, 57.801871, 44017.161, 453.14254, 378000, 301.4629, 62940.855, 205146.15, 1.1680012, 2.0204401, 3.0012751, -3.3761332, 189, -70.711431, 1.4501502, -68.482723
1.1665264, 44166.653, 9013.3294, -4635.6359, 284.15608, -3530.6238, 18823.629, 60.569985, 58.155609, 58.412098, 44006.379, 253.14829, 380000, 299.86881, 62830.008, 205755.7, 1.1673248, 1.1163971, 0.78793505, -5.91531, 190, -66.097305, 96.842369, -107.69582
1.1702194, 44296.167, 9109.144, -4592.4719, 314.65743, -3579.4684, 19003.021, 60.658222, 58.243463, 58.055358, 44272.868, 518.02223, 382000, 302.72661, 63275.889, 205106.38, 1.1663827, -0.010091595, 0.39019514, 7.5160766, 191, -67.924059, -78.911189, -10.630559
1.1649804, 44076.429, 9087.7473, -4702.0995, 271.17543, -3486.6565, 18774.82, 60.592227, 58.386615, 58.236816, 43945.286, 313.77254, 384000, 299.09127, 62720.106, 206028.76, 1.1694558, 2.4981925, -1.9106792, -4.3586288, 192, -37.971069, -49.611262, -7.7966763
1.1713231, 44053.972, 9080.1254, -4653.5536, 278.96918, -3550.0303, 18733.541, 60.445045, 58.101429, 58.347495, 43926.722, -688.98697, 386000, 298.43368, 62660.263, 204913.11, 1.1665706, -8.6739193, 5.1751075, -3.5636312, 193, 62.048448, 105.67394, 41.712429
1.172664, 44261.593, 9012.8947, -4433.6017, 287.35399, -3572.5758, 18772.507, 60.489214, 58.018769, 58.321195, 44255.468, 508.53305, 388000, 299.05442, 63027.974, 204678.8, 1.167958, 2.9633197, -9.9137001, 9.6007846, 194, -52.46763, -72.595873, -29.517832
1.1648339, 44151.156, 9016.7833, -4575.8924, 278.53375, -3575.3468, 18851.993, 60.628312, 58.307199, 58.288757, 43970.475, -223.57578, 390000, 300.32067, 62822.468, 206054.66, 1.1678641, 1.0468057, -0.08040062, -2.6966807, 195, 35.366197, 98.844823, -66.249574
1.1634417, 44195.986, 9134.8134, -4623.3229, 310.21805, -3500.0822, 18783.581, 60.625577, 58.275717, 58.392669, 44224.886, -484.65578, 392000, 299.23083, 63008.467, 206301.24, 1.1629917, 3.7643584, 10.691019, -5.1994202, 196, -67.48853, 119.95503, 94.856741
1.1690369, 44026.635, 9128.9588, -4581.9579, 281.65682, -3573.9534, 18832.192, 60.382437, 58.147668, 58.475682, 43954.515, -308.58115, 394000, 300.00523, 62786.707, 205313.84, 1.1672346, 0.18640733, -7.9102656, 5.4706281, 197, 21.782108, 67.506885, 4.5119623
1.1671805, 44060.456, 9049.88, -4689.2123, 289.5523, -3415.1274, 18968.508, 60.265451, 58.517511, 58.311495, 43988.436, 1101.9578, 396000, 302.17681, 62956.944, 205640.4, 1.1655646, 2.9755505, 1.8213378, 0.63407991, 198, -101.46665, -64.109663, -169.3913
1.1668596, 44068.519, 9040.8434, -4475.493, 300.2699, -3615.2236, 18876.691, 60.034863, 58.644721, 58.424552, 44000.624, -75.09046, 398000, 300.71412, 62877.315, 205696.95, 1.1666982, -7.3427924, 2.1952123, -1.7958246, 199, -48.400671, 67.751642, 3.4746508
1.165803, 44201.523, 9015.9706, -4687.6098, 269.66948, -3551.9619, 19025.359, 60.611699, 58.238501, 58.324987, 43927.593, -60.996209, 400000, 303.08247, 62952.952, 205883.38, 1.1643952, 5.0294149, -0.97911663, -0.0044494075, 200, 78.111402, 2.4159962, -61.986076
1.1701309, 44057.214, 9105.5402, -4555.5743, 281.39495, -3576.3886, 18687.572, 60.262307, 58.248248, 58.436391, 43989.133, -325.02934, 402000, 297.70136, 62676.705, 205121.89, 1.171895, 4.051445, -7.2277983, -5.6025487, 201, 124.29618, 11.999146, -37.494532
1.1641612, 44109.222, 9099.3648, -4620.2166, 264.23519, -3549.7206, 18817.921, 60.256116, 58.483528, 58.505763, 44018.376, -83.238913, 404000, 299.77789, 62836.296, 206173.74, 1.167733, -4.1080489, -0.95330959, 4.9613452, 202, 9.1781838, -10.556869, 26.681234
1.1684034, 44177.229, 9002.471, -4544.129, 272.85942, -3554.2315, 18749.151, 60.224941, 58.553546, 58.253772, 44081.666, -513.14915, 406000, 298.68235, 62830.817, 205425.16, 1.1677223, 1.6493576, 4.2196878, -2.7965467, 203, 22.846274, 95.280806, 37.857433
1.1709783, 44132.547, 9016.058, -4745.6066, 289.34186, -3522.9921, 18981.21, 60.350245, 58.108713, 58.449028, 43858.292, 1028.8535, 408000, 302.37915, 62839.502, 204973.44, 1.1651783, -4.318011, 3.1307719, 6.4332777, 204, -151.14503, -127.97748, -33.62323
1.1667976, 44028.28, 9120.9623, -4647.6289, 294.32894, -3544.7193, 18734.294, 60.512033, 58.174499, 58.435469, 43969.52, -609.10196, 410000, 298.44568, 62703.815, 205707.88, 1.166856, 5.4016652, 0.46099205, -1.2696818, 205, 152.51082, -11.909092, 44.550038
1.1660296, 43926.507, 9072.4238, -4472.8619, 291.42682, -3483.3924, 18744.761, 60.686852, 58.163856, 58.316181, 44033.063, -864.27753, 412000, 298.61241, 62777.824, 205843.37, 1.166718, -3.7814557, -3.508729, -0.72856162, 206, 36.686591, 175.4179, 50.614274
1.1643453, 43992.821, 9149.751, -4421.4703, 302.14303, -3544.3806, 18881.211, 60.325899, 58.25039, 58.662694, 44150.047, 3.4135966, 414000, 300.78612, 63031.257, 206141.13, 1.1652962, 3.951335, 2.8038713, 6.2334652, 207, -44.901204, -21.09941, 64.962966
1.1647823, 44196.154, 9053.5216, -4660.7705, 281.47664, -3550.4264, 18827.265, 60.740295, 58.352454, 58.138747, 44047.613, -277.98941, 416000, 299.92674, 62874.878, 206063.79, 1.1682832, -14.320986, 1.1733533, -2.5299569, 208, 27.611552, 56.878298, 0.011980722
1.1607757, 44096.807, 9061.1825, -4655.6853, 273.6313, -3551.5491, 18732.673, 60.639917, 58.383575, 58.404843, 43911.774, -570.22606, 418000, 298.41984, 62644.446, 206775.06, 1.1656115, 6.3886127, -0.3902833, -1.952951, 209, 71.980042, 130.67445, -29.32003
1.1661197, 44235.701, 9026.0001, -4573.9845, 294.39857, -3571.7908, 18627.339, 60.563808, 58.113508, 58.480766, 44124.391, -26.427583, 420000, 296.74183, 62751.73, 205827.46, 1.1661664, -5.0068362, -1.6508709, 0.86853937, 210, 24.8113, -20.954736, 4.1767601
1.1706089, 44058.504, 9220.5994, -4617.5549, 274.94583, -3562.9724, 18893.83, 60.967498, 58.130333, 57.854009, 44063.884, 502.51119, 422000, 300.98714, 62957.714, 205038.14, 1.1663075, 5.7890668, -0.68405788, 1.8550853, 211, -66.122033, -53.469146, -33.15966
1.1640405, 44070.377, 9032.9714, -4473.9989, 289.18354, -3575.6342, 19030.633, 60.663009, 58.336061, 58.266283, 44069.897, -526.8669, 424000, 303.16649, 63100.53, 206195.11, 1.1672098, 2.1239221, -0.23692714, -6.3752209, 212, 18.177167, 120.41854, 21.55866
1.1650037, 44169.268, 9117.6984, -4649.8166, 281.64721, -3563.1686, 18789.794, 60.444872, 58.419967, 58.344294, 44055.831, -848.16058, 426000, 299.32981, 62845.625, 206024.64, 1.1676903, -3.7813286, -2.9161123, 4.0916554, 213, 76.618351, 148.70575, 32.495514
1.1657445, 44152.527, 9175.2674, -4844.8461, 300.04454, -3461.0663, 18623.959, 60.646796, 58.229216, 58.303454, 43998.603, 606.2421, 428000, 296.68798, 62622.562, 205893.71, 1.1650193, 3.1034684, 6.5624201, -5.2110458, 214, -107.41753, -74.336116, -2.5287919
1.1700494, 44135.139, 8998.3024, -4572.501, 280.23543, -3668.5431, 18906.323, 60.647873, 57.926482, 58.391484, 43820.244, 294.28178, 430000, 301.18617, 62726.567, 205136.17, 1.169043, -3.8503084, -12.260136, 4.0710892, 215, -45.536018, -117.94681, 74.028522
1.1749338, 44164.702, 8881.2006, -4671.8656, 297.93813, -3584.4524, 18942.053, 60.537204, 58.164409, 58.016746, 43762.277, 123.51344, 432000, 301.75536, 62704.33, 204283.39, 1.1687807, 5.9019018, 4.0672548, 0.52389528, 216, -9.2248162, -43.872904, 15.552721
1.1649305, 44112.946, 8975.0659, -4471.3451, 296.39504, -3639.5982, 18782.28, 60.546223, 58.464717, 58.205702, 43984.815, -285.0501, 434000, 299.21012, 62767.096, 206037.58, 1.1718383, -5.5466843, 1.8998518, -4.5011831, 217, 24.855404, 71.140687, -9.347986
1.1688615, 44134.124, 9037.3951, -4636.1419, 286.88689, -3543.1118, 18915.288, 60.774511, 58.199554, 58.055352, 43961.427, 314.9461, 436000, 301.32899, 62876.715, 205344.65, 1.1683756, 2.7728453, 1.1850953, 4.4618378, 218, -70.435998, 15.71263, -41.012374
1.1645503, 44135.924, 9053.9654, -4690.4872, 297.13199, -3539.2672, 18554.541, 60.932515, 58.171647, 58.147057, 43967.152, 736.41109, 438000, 295.58213, 62521.693, 206104.85, 1.1722456, -3.3356768, -5.6399723, -7.2438031, 219, -95.605319, -122.22152, -6.0237261
1.1674639, 44087.744, 9221.0475, -4476.1434, 298.06237, -3600.399, 18897.302, 60.980365, 58.104197, 58.023707, 44199.1, -119.72969, 440000, 301.04246, 63096.402, 205590.47, 1.1660286, -0.96684448, 3.2542461, 1.8352539, 220, 27.013335, -6.895809, 16.277307
1.1700338, 44055.055, 9133.643, -4679.7886, 302.22781, -3519.7407, 19008.648, 60.714295, 58.058795, 58.195456, 43963.107, 306.15624, 442000, 302.81625, 62971.755, 205138.91, 1.1653013, 1.9442268, -4.1340549, 1.7931289, 221, -22.288184, 7.6216495, -78.397308
1.1684468, 43982.487, 8975.8497, -4546.4409, 279.96546, -3534.0453, 18710.124, 60.705322, 58.49675, 57.846755, 43811.891, -23.045791, 444000, 298.06063, 62522.015, 205417.53, 1.1676509, -3.9862069, 4.3495592, 2.732711, 222, 109.1164, -3.8147137, -98.296344
1.1711587, 44151.171, 9231.9274, -4647.52, 281.90207, -3580.9521, 18900.809, 60.770463, 57.907352, 58.237732, 44110.176, 457.06606, 446000, 301.09833, 63010.984, 204941.88, 1.1701438, 2.1098158, -3.8927102, -8.1504035, 223, -52.365321, -140.06083, 53.489494
1.172573, 44006.444, 9026.627, -4467.0915, 284.88688, -3699.998, 18932.294, 60.633327, 58.019302, 58.186561, 43837.702, -313.55737, 448000, 301.59991, 62769.996, 204694.69, 1.1683885, 2.1928907, -2.6523992, 7.4320659, 224, -94.742894, 75.552726, 114.50377
1.1702009, 44044.712, 8997.3061, -4433.9337, 319.47553, -3574.8842, 18898.02, 60.788352, 58.106057, 58.068986, 44044.134, -422.90199, 450000, 301.0539, 62942.154, 205109.62, 1.1707514, -0.17106179, 2.1923778, 2.0954744, 225, 12.366169, 125.46163, -9.2761657
1.1661133, 44095.279, 8987.4354, -4405.895, 306.83324, -3612.2782, 18763.504, 60.595857, 58.096026, 58.467746, 44039.375, -178.8719, 452000, 298.911, 62802.879, 205828.59, 1.1698175, 0.043247612, -3.9973082, -1.5813475, 226, -64.46913, 52.857384, 65.984331
1.1687163, 44052.286, 9236.8309, -4706.3715, 281.51982, -3490.1162, 18822.151, 60.391237, 58.352812, 58.2776, 44041.578, 129.45084, 454000, 299.84528, 62863.729, 205370.17, 1.1668189, -6.2550157, 4.4235453, 9.5793048, 227, -4.7274439, -28.809437, -5.8129371
1.1740547, 44117.038, 9101.3346, -4479.7682, 266.01109, -3605.8714, 18851.162, 60.442969, 58.298177, 58.017279, 44057.263, -145.73909, 456000, 300.30743, 62908.424, 204436.35, 1.1688339, 4.9931037, 5.3897531, -4.5111731, 228, 41.615653, -53.687823, 56.373209
1.1689525, 44121.427, 8817.1596, -4534.8177, 283.13786, -3525.8483, 18550.774, 60.496556, 58.428834, 58.088708, 43853.065, -898.80703, 458000, 295.52212, 62403.839, 205328.67, 1.1707655, -6.4770653, -4.6294749, -2.4988906, 229, 104.68475, 0.25565511, 168.27446
1.1658186, 44209.135, 9061.5575, -4557.4456, 293.39406, -3558.1283, 18747.728, 60.821803, 58.320418, 58.04109, 44143.363, 539.33902, 460000, 298.65969, 62891.092, 205880.62, 1.1682349, -2.4609907, -0.1065413, -2.5500569, 230, -158.56152, 74.402359, -79.786421
1.1712846, 44106.983, 9088.5981, -4606.5773, 260.11158, -3637.2396, 18860.727, 60.836094, 58.089396, 57.986357, 43860.935, -584.66576, 462000, 300.45981, 62721.662, 204919.84, 1.1716881, -7.5865193, 3.7271928, 1.075688, 231, -60.763459, 110.14236, 128.34488
1.1699183, 44128.19, 9156.0191, -4608.5807, 307.42489, -3637.8168, 18855.705, 61.087729, 57.832876, 58.071382, 44039.543, 355.8261, 464000, 300.37981, 62895.249, 205159.17, 1.1696322, 7.4057599, -3.7844796, -1.4922787, 232, -55.838587, -93.154675, 40.831022
1.1729214, 44043.149, 9130.2977, -4508.5622, 281.91512, -3624.8124, 19018.981, 60.567765, 58.180565, 58.070835, 43991.525, -238.32841, 466000, 302.98086, 63010.506, 204633.88, 1.168358, -0.72273568, 5.4108045, 3.1573352, 233, 78.242454, -56.291152, 50.494575
1.1698037, 44014.256, 9119.8459, -4636.408, 274.69753, -3480.142, 18675.257, 60.611213, 57.935004, 58.430479, 43968.743, -665.70656, 468000, 297.50519, 62644, 205179.26, 1.1688534, -1.2795064, 5.8901447, -1.5670188, 234, 81.218253, 63.535462, 57.604437
1.1672435, 44159.421, 9064.9302, -4602.263, 279.98657, -3600.2778, 18859.95, 60.917469, 57.877765, 58.321865, 43981.722, 35.649728, 470000, 300.44742, 62841.671, 205629.31, 1.1693789, -6.5100978, -0.94693693, 3.8138748, 235, -104.44858, -22.882773, 116.49473
1.1734071, 43953.853, 9019.0937, -4482.1325, 292.641, -3631.7904, 18779.157, 60.699536, 57.978585, 58.122563, 43845.569, 276.27015, 472000, 299.16035, 62624.726, 204549.18, 1.1717455, 1.586316, -3.2144572, -7.2678443, 236, -50.964209, 59.048559, -92.06357
1.1711597, 44055.929, 9022.7879, -4500.9968, 279.89579, -3638.8095, 18935.666, 60.297747, 58.240564, 58.35844, 43902.41, -730.5775, 474000, 301.65362, 62838.076, 204941.7, 1.1688547, -0.2476617, 3.816077, 4.1447614, 237, 149.50269, 60.150111, 12.424498
1.1684971, 44118.06, 9191.0402, -4727.1839, 283.95275, -3590.0901, 18830.173, 60.343169, 58.036445, 58.652955, 43950.457, 772.42878, 476000, 299.97307, 62780.63, 205408.69, 1.1711968, -4.9754719, -2.2748893, 9.3519415, 238, -78.053293, -34.375562, -122.37018
1.1690526, 44010.345, 9142.6417, -4531.0822, 285.62857, -3617.4213, 18811.34, 60.801326, 58.288334, 57.931893, 43989.266, 617.10126, 478000, 299.67305, 62800.606, 205311.09, 1.1710199, 3.6190612, -9.7161096, -4.9466706, 239, -96.223243, -84.151953, -7.208158
1.1725289, 44111.868, 8983.2662, -4456.0591, 301.19212, -3550.6048, 18828.729, 60.272394, 58.392558, 58.163021, 44088.661, -20.501221, 480000, 299.95007, 62917.39, 204702.38, 1.1685318, 6.0709887, 4.5209776, -0.84183502, 240, 4.0859361, -21.465375, 23.611297
1.1704741, 44058.599, 9099.4047, -4644.339, 285.587, -3519.4889, 18867.284, 60.581737, 58.349646, 58.010244, 43952.807, 1077.1377, 482000, 300.56425, 62820.09, 205061.74, 1.172332, -5.764468, -1.8009352, -0.4292862, 241, -97.070759, -87.958009, -142.39418
1.168434, 43985.984, 9176.5124, -4524.7052, 289.1211, -3556.1412, 18777.623, 60.465905, 58.084384, 58.488748, 44032.836, 71.377475, 484000, 299.13593, 62810.459, 205419.79, 1.1705794, 3.4534751, -3.4112531, -2.0542161, 242, -24.258005, -16.366605, 18.927642
1.1698268, 44037.439, 9123.7095, -4494.3174, 275.19983, -3551.8178, 18880.916, 60.433112, 58.086203, 58.448982, 44041.353, 577.03063, 486000, 300.78143, 62922.27, 205175.21, 1.1699716, -6.4093452, -2.3824285, -2.9884677, 243, -56.848585, -94.090565, -24.463735
1.174281, 44028.826, 8976.8104, -4601.152, 269.99274, -3596.1778, 18838.804, 60.476483, 57.855286, 58.417751, 43729.859, -264.74152, 488000, 300.11057, 62568.663, 204396.95, 1.1677537, 7.7563552, 0.9941416, 8.3654536, 244, -31.184785, 95.250649, 16.40894
1.1712433, 44020.755, 9251.3837, -4714.4376, 284.36021, -3589.3399, 18773.677, 60.58175, 58.088655, 58.232604, 43915.895, 340.23088, 490000, 299.07306, 62689.572, 204927.08, 1.1689345, 4.2516683, 0.052804515, 3.2013381, 245, -17.524459, 9.5308053, -95.428027
1.1669268, 44099.016, 9162.3497, -4514.1431, 289.94805, -3551.5593, 18760.595, 60.437253, 58.340216, 58.33512, 44109.948, 161.50503, 492000, 298.86465, 62870.542, 205685.11, 1.1685754, 0.6691091, 0.7856626, -0.93972749, 246, -8.1601783, -26.713449, -14.219863
1.16604, 44011.375, 9172.736, -4401.208, 282.6365, -3610.1797, 18720.313, 60.606436, 58.23674, 58.319961, 44093.039, -767.35869, 494000, 298.22295, 62813.352, 205841.54, 1.1719722, -8.2689478, -2.4817395, -2.8551853, 247, 126.83146, 51.124565, 55.301828
1.1732757, 44094.202, 8978.8119, -4583.8708, 280.35406, -3615.7733, 18776.349, 60.521414, 57.994428, 58.28423, 43778.39, -334.98147, 496000, 299.11563, 62554.739, 204572.1, 1.169829, 4.4687131, -1.0727109, 1.520256, 248, -60.78879, 100.8556, 61.759178
1.171963, 44043.95, 9133.5321, -4623.9483, 273.94046, -3531.8874, 18845.568, 60.543391, 57.69621, 58.629813, 43964.012, 108.96382, 498000, 300.21832, 62809.58, 204801.22, 1.1705926, 1.1934001, 0.55634869, 2.1881893, 249, -39.801756, -33.601586, 40.281065
1.1736118, 43983.016, 9095.0989, -4618.4843, 280.02544, -3639.9506, 18957.65, 60.232378, 57.925078, 58.617236, 43755.122, -137.64406, 500000, 302.00383, 62712.772, 204513.5, 1.1695238, 0.30233008, 2.0769739, 3.2352459, 250, -73.368975, 73.433383, 41.775944
1.1680792, 44085.65, 9155.957, -4702.7554, 280.26191, -3499.5737, 18683.301, 60.690169, 58.083061, 58.291649, 43978.927, 163.33833, 502000, 297.63333, 62662.228, 205482.19, 1.1727843, -6.4715526, -0.83208593, 1.7516592, 251, 11.535296, -27.145043, -34.041021
1.1717899, 44138.337, 9056.5263, -4569.293, 272.79499, -3614.1166, 18955, 60.70483, 58.011986, 58.164198, 43915.088, 608.33344, 504000, 301.96162, 62870.088, 204831.49, 1.1694743, 7.0285037, 4.5048216, -4.5379713, 252, -27.564425, -48.339467, -109.01427
1.1689423, 44254.51, 9015.6566, -4539.9558, 302.97197, -3629.7882, 18859.086, 60.554024, 57.752951, 58.713257, 44071.73, 298.95645, 506000, 300.43366, 62930.816, 205330.45, 1.1722908, -8.8582901, -1.5290573, 8.3371732, 253, -53.414028, 45.79329, -83.25455
1.1686311, 44074.976, 9044.4237, -4472.7763, 292.96431, -3557.5119, 18565.59, 60.875168, 57.843783, 58.327336, 44020.292, -1176.1582, 508000, 295.75815, 62585.882, 205385.13, 1.1718377, 7.8947724, -8.5272299, 1.309948, 254, 19.22499, 104.89467, 233.40303
1.1727908, 44187.126, 9017.7431, -4574.6099, 303.75982, -3582.5014, 18856.04, 60.636557, 58.003969, 58.188032, 44000.485, -447.97711, 510000, 300.38514, 62856.525, 204656.68, 1.1698442, 0.975859, 0.24627494, 1.8014004, 255, 90.875099, 52.631774, -7.3330299
1.1676113, 44110.615, 9063.2157, -4845.7184, 267.54483, -3522.8423, 18759.477, 60.386651, 58.363625, 58.32637, 43733.616, -172.31576, 512000, 298.84686, 62493.093, 205564.52, 1.1717403, -1.16183, -5.2186715, -8.1506609, 256, -17.094042, -0.18551155, 69.659235
1.1678552, 44223.029, 9106.6502, -4676.1255, 303.12721, -3563.9626, 18865.451, 60.414344, 58.178473, 58.472959, 44015.204, 494.86429, 514000, 300.53507, 62880.655, 205521.59, 1.168952, 0.038290883, 2.8399826, 1.9027289, 257, -21.732506, -104.93268, -23.761186
1.1627681, 44124.54, 9077.8676, -4479.3076, 314.9593, -3549.1191, 19001.858, 60.356112, 58.044214, 58.921414, 44152.556, -1197.3134, 516000, 302.70809, 63154.414, 206420.75, 1.1691548, -6.3767636, -3.0436942, 4.1186583, 258, 61.687001, 211.20382, 91.062517
1.1647355, 44242.373, 9021.8306, -4716.2855, 274.96463, -3521.0432, 18912.22, 60.719782, 57.872435, 58.643136, 43952.278, 804.7799, 518000, 301.28011, 62864.498, 206072.08, 1.1677075, 1.1170334, -8.2853372, 1.0931478, 259, -118.02505, 4.9783554, -131.58628
1.1701213, 44125.005, 9134.4695, -4736.3398, 293.79622, -3552.5296, 18753.446, 60.795588, 57.996137, 58.176077, 43947.172, -8.8593377, 520000, 298.75078, 62700.618, 205123.57, 1.1681169, -2.6807129, 2.2064027, -0.89256604, 260, -11.299768, -16.603679, 30.596464
1.1679223, 44183.582, 9159.9382, -4625.8031, 280.43269, -3594.0009, 18730.543, 60.70941, 57.895345, 58.469966, 44069.231, -289.64188, 522000, 298.38591, 62799.774, 205509.78, 1.1657373, 6.4618854, 4.9241673, 1.2737572, 261, -6.9346671, 34.107618, 60.870941
1.1659992, 44154.756, 8975.7252, -4542.4342, 295.16007, -3593.7116, 18834.585, 60.395017, 58.166524, 58.596813, 43971.101, -699.51811, 524000, 300.04335, 62805.686, 205848.74, 1.1678862, 1.3814947, -3.6669815, 3.5929038, 262, 37.053849, -46.424293, 222.00646
1.172405, 43969.389, 9108.4498, -4761.2462, 286.9008, -3503.2156, 18952.866, 59.961123, 58.355532, 58.508236, 43766.083, 964.85452, 526000, 301.92763, 62718.95, 204724.02, 1.1708387, -8.0789347, 3.633143, -1.7676465, 263, -81.415943, -92.609202, -119.26651
1.1658338, 44122.671, 9099.8076, -4567.8137, 292.80341, -3537.9461, 18829.79, 60.679626, 57.965997, 58.532033, 44060.553, -665.55923, 528000, 299.96697, 62890.343, 205877.94, 1.1667015, 0.92848013, 2.7861512, -2.2725506, 264, 64.810778, 68.475347, 69.027242
1.1712738, 44002.114, 8991.3818, -4531.7243, 272.32732, -3594.4634, 18808.034, 60.500352, 57.810897, 58.589585, 43819.277, -540.54334, 530000, 299.62038, 62627.311, 204921.74, 1.1648659, 8.5611954, 0.24471097, 5.318456, 265, 152.2236, 26.140054, -14.05199
1.1632091, 44268.178, 9113.472, -4734.1092, 283.27125, -3509.1467, 18912.425, 60.694615, 58.010644, 58.60448, 44092.142, 677.85201, 532000, 301.28338, 63004.567, 206342.49, 1.1675021, -7.8783004, -3.95108, -5.2240003, 266, -103.68356, -54.491028, -47.875471
1.1678253, 44191.729, 9002.7337, -4658.9419, 303.04081, -3450.8515, 18817.508, 60.615238, 58.224122, 58.234965, 44054.243, 487.9316, 534000, 299.7713, 62871.751, 205526.86, 1.1664239, -0.29594049, -6.2061322, 4.727945, 267, -206.14114, -15.93622, 73.758351
1.1706446, 44115.138, 9063.4232, -4722.3281, 296.26862, -3478.2521, 18691.366, 60.353383, 58.194815, 58.376153, 43930.635, 776.28247, 536000, 297.7618, 62622.001, 205031.87, 1.1675137, -2.6319692, 6.0493727, -4.7040278, 268, -182.67366, 139.97104, -193.26784
1.1700975, 44124.506, 8975.7624, -4627.2388, 254.46244, -3480.5449, 18848.094, 60.603929, 58.178078, 58.178732, 43926.5, -149.37519, 538000, 300.25856, 62774.594, 205127.74, 1.1649809, 3.8977546, -0.61154272, 6.5076264, 269, 52.461624, -8.3604005, 1.3050995
1.1652143, 44209.503, 9111.8057, -4667.1653, 292.32467, -3532.4798, 18809.992, 60.858716, 58.185061, 58.170979, 44114.162, 298.00249, 540000, 299.65158, 62924.154, 205987.4, 1.1694608, -2.043685, -3.7506237, -3.9073391, 270, -0.2160767, -127.16592, 36.796692
1.1633987, 44172.337, 9148.3994, -4692.1197, 285.50483, -3521.4068, 18869.921, 61.026675, 58.080886, 58.20562, 44075.037, 66.663012, 542000, 300.60628, 62944.958, 206308.85, 1.1675567, 2.3273698, 6.5047516, -6.9886124, 271, -36.332959, 98.817966, -82.748896
1.164838, 44142.15, 9038.761, -4623.8167, 287.50325, -3505.509, 18736.506, 60.928551, 57.823031, 58.486985, 44035.09, -133.71326, 544000, 298.48091, 62771.596, 206053.95, 1.1655289, 4.085355, -7.0434517, 1.6589308, 272, -33.617579, -3.2512698, 77.514336
1.1619278, 44206.236, 8951.811, -4610.7338, 291.26295, -3521.1332, 18986.399, 60.607419, 58.001927, 58.762344, 44044.968, -408.05121, 546000, 302.46181, 63031.366, 206570.04, 1.1646456, -2.6520029, 7.7645, -0.63612952, 273, 47.112485, 30.866314, 46.058569
1.1714065, 44040.125, 8985.4724, -4469.1176, 278.19097, -3630.8782, 18803.262, 60.750777, 57.739499, 58.413601, 43893.577, 120.68632, 548000, 299.54436, 62696.839, 204898.52, 1.1692614, -6.153346, -2.8088653, 2.98653, 274, -69.821435, 42.226931, -9.0911217
1.1687182, 44029.923, 8998.7912, -4465.179, 273.93187, -3549.1369, 18943.072, 60.738419, 57.820911, 58.477423, 44004.417, -79.2192, 550000, 301.7716, 62947.49, 205369.83, 1.1662349, 5.595246, 5.6442724, 2.345282, 275, -28.291178, -8.4112006, 60.783035
1.1648875, 44213.504, 8994.1734, -4606.9976, 285.84439, -3575.955, 18706.512, 61.170672, 57.923813, 58.151657, 44012.853, -496.25434, 552000, 298.00309, 62719.364, 206045.19, 1.1686814, 2.4207848, -7.7298332, 1.5241084, 276, -6.7426226, 59.771704, 97.819831
1.165735, 44076.912, 8945.1865, -4643.3248, 276.2998, -3397.4997, 18681.366, 60.943058, 58.022137, 58.227569, 43962.307, 577.49215, 554000, 297.60251, 62643.673, 205895.39, 1.1667612, -5.0475421, -1.6166958, -8.5465504, 277, -77.14103, -39.286751, -59.115395
1.1664958, 44221.437, 9048.7388, -4670.5627, 289.51407, -3448.4066, 18720.69, 60.581606, 58.110114, 58.448149, 44140.925, -32.339533, 556000, 298.22896, 62861.615, 205761.1, 1.1656247, 5.6108761, -1.7492978, -2.3096696, 278, 15.950875, 70.46907, -76.589536
1.1669358, 44064.947, 9112.9125, -4590.5714, 292.53568, -3502.7401, 18881.756, 60.900734, 57.867026, 58.364103, 44068.212, 64.433539, 558000, 300.7948, 62949.967, 205683.53, 1.1663504, -1.7492388, 3.8915223, -0.91904743, 279, 29.052291, -75.686036, 27.04756
