Density, E_angle, E_bond, E_dihed, E_impro, E_vdwl, KinEng, Lx, Ly, Lz, PotEng, Press, Step, Temp, TotEng, Volume, f_avd, f_sxx_ave, f_syy_ave, f_szz_ave, v_Time, v_sxx, v_syy, v_szz
1.1729878, 44282.016, 9167.866, -4787.2662, 283.89413, -3690.6373, 18797.368, 60.331034, 57.309832, 59.181101, 43914.845, 95.274582, 1910000, 299.45047, 62712.213, 204622.29, 1.1758877, -2.8953704, -3.032376, -5.5548496, 955, -1.936226, -56.159568, 29.134703
1.1768384, 44131.728, 9043.523, -4690.0649, 282.47725, -3731.6569, 18937.29, 59.966103, 57.235911, 59.423088, 43715.257, -216.75224, 1912000, 301.67949, 62652.547, 203952.78, 1.1744436, -0.14052484, 1.922591, -0.74831009, 956, 67.829669, -55.214676, 53.272269
1.1751477, 43897.408, 9014.4995, -4604.2402, 293.95564, -3665.1373, 18938.022, 59.672412, 57.59704, 59.42651, 43572.895, 69.052882, 1914000, 301.69114, 62510.916, 204246.2, 1.1745369, -2.4848769, 0.43593097, 12.691994, 957, -51.689725, 73.689596, -42.990221
1.1723783, 44302.245, 9118.6727, -4730.0981, 306.7997, -3685.92, 18875.928, 60.284899, 57.307189, 59.259915, 43953.882, 306.06002, 1916000, 300.70196, 62829.81, 204728.67, 1.1756693, -7.6753082, 2.1947301, -3.7207634, 958, 65.509587, -77.06128, -81.482903
1.1764174, 44051.449, 8921.7049, -4618.827, 289.88939, -3593.0439, 18866.706, 60.017271, 57.440232, 59.182401, 43685.606, -228.08951, 1918000, 300.55506, 62552.312, 204025.76, 1.1729224, 8.0930949, -3.0973383, 2.2017703, 959, -55.561502, -11.893288, 136.7883
1.1761586, 44040.391, 9031.1273, -4690.4992, 276.75761, -3671.8275, 19033.855, 59.914731, 57.560408, 59.172934, 43670.414, -471.0975, 1920000, 303.21781, 62704.268, 204070.67, 1.1728445, -6.8889249, 6.750099, 2.6615251, 960, 82.65281, 58.506864, 2.0421891
1.1754741, 44117.835, 9032.768, -4672.5504, 293.74171, -3609.1827, 18763.231, 60.117952, 57.395857, 59.176418, 43800.32, -356.86838, 1922000, 298.90665, 62563.55, 204189.5, 1.1763498, 5.7252077, -5.0832245, -6.4206566, 961, 68.630604, -24.110004, 63.958466
1.1808076, 44260.976, 9065.2312, -4773.0096, 308.58493, -3804.8519, 18756.765, 59.96516, 57.145942, 59.317511, 43726.108, -503.08237, 1924000, 298.80365, 62482.874, 203267.2, 1.1766812, -8.0339, -2.0292542, 3.7429752, 962, 27.164298, 61.998007, 63.762159
1.1763517, 44208.593, 9096.7158, -4721.7934, 290.22258, -3667.5925, 19133.316, 60.087632, 57.471338, 59.084408, 43854.535, 485.00987, 1926000, 304.80227, 62987.851, 204037.16, 1.175855, -2.1018252, -2.7281595, 1.9859463, 963, -111.41109, -15.011141, -21.008641
1.174338, 44226.953, 9086.9078, -4802.9822, 287.21252, -3628.1942, 18859.811, 60.263242, 57.435016, 59.050573, 43853.078, 687.53313, 1928000, 300.44522, 62712.889, 204387.04, 1.1729632, 3.05883, 4.3602872, -2.7704775, 964, -124.71157, -44.16116, -40.120156
1.1712171, 44092.565, 8959.5838, -4763.5242, 270.45505, -3581.7712, 18715.001, 60.695885, 57.162028, 59.066626, 43645.806, -527.25216, 1930000, 298.13832, 62360.807, 204931.65, 1.1731184, 0.17666127, -7.1365293, 4.0403856, 965, 56.723872, 47.775407, 55.772197
1.1729561, 44101.289, 9035.2944, -4708.4689, 267.58341, -3670.329, 19029.027, 60.391696, 57.144127, 59.2947, 43695.543, 108.52399, 1932000, 303.1409, 62724.57, 204627.83, 1.1719738, 4.6026614, 0.67380137, -6.0920688, 966, -67.695256, -66.248677, 100.95535
1.1744977, 44057.365, 9160.9477, -4612.9951, 286.14224, -3655.5017, 18767.095, 60.443993, 57.341832, 58.961644, 43912.156, -33.628821, 1934000, 298.96821, 62679.252, 204359.25, 1.1737059, -3.7681051, -4.6790409, 9.262277, 967, 34.272492, 57.914849, -81.96502
1.1723774, 44166.301, 9146.809, -4644.3623, 294.03929, -3646.3947, 18899.745, 60.36105, 57.239478, 59.255212, 43990.643, 182.99025, 1936000, 301.08138, 62890.388, 204728.83, 1.1743064, 2.8076907, 4.1658841, -9.5120747, 968, -106.18523, 55.941737, -5.3809693
1.1749529, 44147.119, 9046.0233, -4760.4132, 282.99141, -3645.4345, 18765.086, 60.10005, 57.378376, 59.238344, 43731.716, -749.37582, 1938000, 298.9362, 62496.802, 204280.07, 1.1750403, -0.43322567, -8.1336415, 4.0725933, 969, 120.65139, 79.290667, 27.849458
1.1813522, 44067.266, 9076.652, -4620.9278, 292.78069, -3651.2614, 18745.952, 59.986278, 57.136968, 59.278604, 43797.621, 983.46486, 1940000, 298.63139, 62543.573, 203173.51, 1.1742511, -1.1836101, 7.8307694, -0.34720498, 970, -158.0937, 12.064174, -152.91921
1.1725695, 44065.473, 9089.4166, -4726.9253, 282.96807, -3654.4719, 19011.853, 59.837556, 57.352615, 59.645929, 43715.958, 508.34455, 1942000, 302.86731, 62727.811, 204695.3, 1.1766598, -4.5664767, -10.252404, 7.8119254, 971, -56.493818, -100.83156, 2.8013477
1.1736529, 44196.334, 8965.6013, -4766.5956, 305.73113, -3621.0001, 18712.743, 60.053401, 57.439864, 59.286495, 43769.501, -298.62131, 1944000, 298.10236, 62482.244, 204506.34, 1.1747103, 0.2339851, 2.340775, -3.6499375, 972, 43.188559, 78.5796, -30.994746
1.171184, 44058.102, 9090.1254, -4712.3868, 289.59722, -3649.5967, 18845.225, 59.860866, 57.271665, 59.777608, 43774.612, -540.44603, 1946000, 300.21285, 62619.837, 204937.46, 1.1743539, 2.7698662, -3.7086946, 0.86972273, 973, 57.521498, 51.24096, 55.519624
1.1812284, 44146.113, 9129.7276, -4816.5059, 265.93291, -3673.6784, 18818.447, 59.906116, 57.110592, 59.391563, 43737.572, -21.873715, 1948000, 299.78627, 62556.019, 203194.79, 1.1746379, -7.2714416, 2.7177295, 4.9850124, 974, -28.336861, 23.249305, 11.736619
1.1747998, 43949.306, 9079.6073, -4703.684, 283.80168, -3658.2904, 18900.826, 60.348711, 57.231548, 59.153315, 43618.926, -170.78836, 1950000, 301.09861, 62519.752, 204306.68, 1.1788635, 2.0909405, -5.0535623, -9.5775206, 975, -73.872466, 47.709915, 78.077941
1.1776029, 44115.703, 9037.5826, -4619.5518, 293.21871, -3699.6033, 18768.031, 60.226205, 56.876128, 59.502069, 43819.449, 160.29675, 1952000, 298.98312, 62587.48, 203820.37, 1.1759193, 5.4562118, -1.9866499, -1.4728044, 976, 4.5680007, -64.200157, 10.905953
1.1751147, 44154.964, 9179.2551, -4925.0705, 297.78283, -3572.7098, 18930.214, 60.033031, 57.47267, 59.199025, 43810.11, 1029.804, 1954000, 301.56677, 62740.325, 204251.94, 1.1749716, -5.2213252, -1.0031381, 13.669503, 977, -129.6576, -115.89447, -67.48259
1.1759118, 44117.526, 9225.3586, -4851.6553, 296.38684, -3585.6975, 18834.5, 60.16555, 57.299276, 59.207221, 43884.368, 1333.5656, 1956000, 300.04201, 62718.868, 204113.49, 1.1768618, 0.95697715, 0.91997298, -6.112443, 978, -202.62101, -121.05584, -81.693763
1.1704569, 43958.733, 9234.8173, -4670.3316, 294.47799, -3651.5642, 18828.854, 60.406423, 57.243152, 59.304052, 43828.578, -265.61993, 1958000, 299.95206, 62657.432, 205064.76, 1.1734341, -1.9568329, -0.10221398, 4.9035188, 979, -13.154427, 39.48961, 54.406635
1.1798233, 44012.81, 8991.5701, -4644.2139, 268.55525, -3667.2969, 18896.404, 60.098824, 57.321841, 59.053191, 43651.495, -184.84822, 1960000, 301.02815, 62547.899, 203436.78, 1.1795897, 3.3673332, -4.6310009, -6.5834931, 980, 66.645952, -5.202482, -5.254231
1.174781, 44048.148, 9219.1127, -4657.3165, 281.77259, -3788.0409, 18913.715, 60.299804, 57.321367, 59.109477, 43790.325, 296.4194, 1962000, 301.30393, 62704.04, 204309.97, 1.1729562, -6.321701, 13.218251, 10.670245, 981, -47.719891, 68.117568, -110.50176
1.1701993, 44129.418, 9143.5682, -4724.8578, 310.58001, -3732.8564, 18857.106, 60.426445, 57.477555, 59.05563, 43851.828, -318.85705, 1964000, 300.40212, 62708.934, 205109.91, 1.1765567, -3.4219435, -7.0799605, -3.7579678, 982, 14.694041, 157.38721, -75.156683
1.1755921, 43991.054, 8918.6736, -4578.3219, 295.92533, -3619.9323, 18693.744, 60.595315, 57.109862, 58.998318, 43687.486, 562.86816, 1966000, 297.79969, 62381.229, 204168.99, 1.173589, 3.9585733, 0.49743492, -1.2874822, 983, -129.89335, -18.764875, -22.439623
1.1765886, 44121.263, 9006.7624, -4650.9326, 295.35894, -3689.6288, 18851.415, 60.595183, 56.89193, 59.17429, 43776.485, 143.63735, 1968000, 300.31145, 62627.9, 203996.08, 1.1758473, -0.76089655, -3.3452932, -8.1911844, 984, -54.083832, 30.108843, -19.687176
1.1759169, 44064.072, 9130.6005, -4724.3429, 283.376, -3652.4408, 19072.705, 60.557255, 56.815787, 59.324574, 43798.348, 578.09583, 1970000, 303.8367, 62871.053, 204112.61, 1.1732668, -0.85754945, -2.5450438, 8.5903909, 985, -21.158222, -163.11676, 8.5483008
1.1733038, 44117.201, 9013.526, -4558.6645, 275.14658, -3627.8651, 18679.132, 60.527296, 57.413637, 58.866693, 43912.79, 421.18348, 1972000, 297.56692, 62591.923, 204567.19, 1.1750229, -1.9603762, 3.4061158, -2.7601618, 986, -31.336318, 18.196085, -114.88901
1.1775051, 44108.441, 9020.0443, -4568.6166, 306.66416, -3754.7365, 18977.855, 60.344718, 57.188059, 59.066199, 43839.575, -403.68963, 1974000, 302.32571, 62817.43, 203837.29, 1.1745256, 2.6311339, 0.62441654, -1.9805549, 987, 6.2822723, -63.442526, 179.87181
1.1713437, 44089.482, 9025.9712, -4593.4797, 275.76997, -3672.8204, 18755.15, 60.102578, 57.406829, 59.388923, 43808.839, -715.59173, 1976000, 298.77791, 62563.988, 204909.51, 1.1727064, 0.63667181, -0.41948523, 4.0827168, 988, 83.056418, 60.847451, 73.618128
1.1765929, 44091.352, 9067.0784, -4619.3654, 289.83625, -3674.9064, 18759.621, 60.626484, 57.053187, 58.976358, 43836.245, 353.88187, 1978000, 298.84914, 62595.865, 203995.34, 1.1738629, -8.0904858, 2.9849297, 1.9466984, 989, -66.904248, -55.613689, 14.946696
1.1744017, 44097.681, 9101.8641, -4720.7006, 268.62867, -3722.1207, 18756.216, 60.61263, 57.024526, 59.129605, 43767.306, -205.94766, 1980000, 298.79489, 62523.522, 204375.95, 1.172614, 6.8657787, -3.0482574, -4.5876373, 990, -15.445627, 31.068029, 46.980537
1.1729841, 44138.994, 8977.6765, -4805.769, 283.60294, -3624.9172, 18834.311, 60.319119, 57.26448, 59.239858, 43652.123, -346.09129, 1982000, 300.03898, 62486.434, 204622.94, 1.1729694, -0.29828046, 3.3424481, 5.5096024, 991, -5.3470271, 90.777115, 19.773012
1.1755364, 43992.077, 9193.3957, -4759.1368, 263.26859, -3679.2822, 18972.092, 60.319942, 57.550678, 58.816478, 43716.997, 334.25709, 1984000, 302.2339, 62689.089, 204178.67, 1.1754543, -0.069648758, -0.34644055, -6.4428, 992, -7.1559501, -15.456646, -78.993204
1.1796406, 44182.077, 8990.1882, -4687.1624, 300.72939, -3686.089, 18899.163, 60.045638, 57.673048, 58.754668, 43791.84, 143.20549, 1986000, 301.07211, 62691.003, 203468.29, 1.1761787, -7.8722523, 8.3028897, -4.4855349, 993, 14.412944, 2.0019826, -59.945814
1.1776871, 44045.413, 9008.0811, -4625.6361, 264.30622, -3683.171, 18695.6, 60.316506, 57.515196, 58.74863, 43688.461, -94.819745, 1988000, 297.82927, 62384.062, 203805.79, 1.1772474, 3.2478861, -1.5353489, -1.714014, 994, 50.88966, 32.093612, -54.16044
1.1764956, 44216.239, 9106.985, -4887.6969, 275.54924, -3697.3295, 18976.14, 60.131694, 57.332816, 59.17652, 43711.115, 456.81588, 1990000, 302.29839, 62687.255, 204012.2, 1.1771055, -1.6045714, -3.5510679, 6.7338653, 995, -59.079614, -50.167882, -29.61311
1.1766346, 44026.217, 9123.326, -4760.4492, 279.0649, -3722.1201, 18913.39, 60.773403, 57.252942, 58.626436, 43632.186, -528.02198, 1992000, 301.29875, 62545.576, 203988.11, 1.1771061, -4.5628333, 6.357418, 3.6699351, 996, 86.9245, 38.18041, 35.400571
1.1734856, 44221.444, 8996.4064, -4725.2138, 277.46593, -3752.6758, 18821.634, 60.760665, 57.3717, 58.674374, 43726.354, -320.65085, 1994000, 299.83703, 62547.988, 204535.51, 1.1770148, 3.8040125, -2.3310558, -3.2735589, 997, 78.690661, 88.830222, -70.05104
1.1742467, 44104.854, 9067.8706, -4677.7852, 282.42014, -3718.5164, 18886.529, 60.460865, 57.343725, 58.955844, 43740.267, -162.99836, 1996000, 300.87084, 62626.796, 204402.93, 1.1780849, -2.4367281, -1.8902021, -4.3360699, 998, 82.475647, -63.707015, 30.778795
1.1789389, 44178.865, 9041.9964, -4710.2493, 284.48406, -3686.1874, 18729.61, 60.389128, 57.434074, 58.698467, 43784.379, -640.65114, 1998000, 298.37106, 62513.989, 203589.39, 1.1757846, 1.2642729, -2.5829982, 4.6528936, 999, 27.360459, 124.26357, 43.117901
1.1762428, 44067.84, 9195.7326, -4803.7737, 267.92509, -3637.2346, 19009.396, 60.864759, 57.467814, 58.338988, 43798.753, 286.60963, 2000000, 302.82818, 62808.149, 204056.05, 1.1762051, 1.5706746, 10.610118, -6.7683256, 1000, -25.916165, -7.7545003, -53.451496
1.1738843, 44146.223, 9204.6434, -4838.117, 256.39792, -3622.7988, 18943.409, 60.329349, 57.52272, 58.918693, 43820.605, 716.87898, 2002000, 301.77697, 62764.015, 204466.02, 1.1758273, 4.5317286, -8.5523612, -6.9495706, 1001, -81.312685, -79.334622, -57.265982
1.1737616, 44281.311, 9109.1806, -4793.9524, 293.9228, -3708.0947, 19010.831, 60.363022, 57.316066, 59.104316, 43845.976, 334.69517, 2004000, 302.85103, 62856.807, 204487.4, 1.1727711, -2.5354341, 6.0363942, 2.9088653, 1002, -48.096133, -7.8010416, -45.841791
1.1739654, 44073.158, 9114.4082, -4620.1226, 281.6965, -3690.1457, 18785.496, 60.579364, 57.216572, 58.98541, 43852.878, -533.24707, 2006000, 299.26134, 62638.374, 204451.9, 1.173753, -2.7273578, -0.37623997, 1.5602377, 1003, -32.496874, 81.6181, 112.97255
1.1739382, 44048.87, 9087.5092, -4700.8811, 273.10303, -3711.3246, 18753.077, 60.364032, 57.450458, 58.956203, 43714.566, -109.02369, 2008000, 298.7449, 62467.643, 204456.65, 1.1750141, 5.2426106, -2.3993084, -8.9585942, 1004, -34.026551, 77.571292, -10.404264
1.1720392, 44123.33, 9131.0597, -4678.2645, 274.62857, -3642.2253, 18752.082, 60.080934, 57.6166, 59.15889, 43900.96, -991.36397, 2010000, 298.72904, 62653.042, 204787.91, 1.1750779, -6.4474692, 3.9571376, 2.9989239, 1005, 115.60906, 90.490425, 95.250375
1.1749667, 43986.354, 9053.2642, -4810.4028, 282.85808, -3625.4142, 18785.595, 60.627166, 57.135287, 58.972459, 43540.898, 849.6216, 2012000, 299.26291, 62326.493, 204277.68, 1.1751306, -5.1755167, -2.4947495, 3.0093814, 1006, -92.218971, -159.68971, -6.3550467
1.1741278, 44020.52, 9305.953, -4854.9548, 277.24322, -3710.1956, 19102.94, 60.500654, 57.061305, 59.214672, 43731.426, 98.201673, 2014000, 304.31837, 62834.366, 204423.63, 1.1750107, 5.9358435, 1.6352534, 1.517239, 1007, -24.06308, 71.225251, -77.013025
1.1697678, 44236.15, 9127.9641, -4824.9432, 302.93509, -3580.3011, 18734.609, 60.51377, 57.383234, 59.089123, 43952.773, 805.10429, 2016000, 298.45069, 62687.382, 205185.55, 1.174422, -2.700461, -0.94626887, 1.4680503, 1008, -128.50303, -55.824989, -60.403553
1.177761, 44111.712, 9119.6376, -4744.7389, 284.9787, -3654.7801, 18846.312, 60.349324, 57.42485, 58.805373, 43802.516, 229.87014, 2018000, 300.23016, 62648.828, 203793.01, 1.1753394, 2.6533538, -6.1162101, -7.6102233, 1009, -16.290956, -85.436045, 31.852225
1.177232, 44007.362, 9198.854, -4684.9111, 276.9237, -3641.7582, 18823.481, 60.096958, 57.356411, 59.149343, 43831.024, -486.68409, 2020000, 299.86646, 62654.504, 203884.58, 1.1754502, -6.3373765, 12.115418, -2.9701806, 1010, -19.948626, 71.798527, 96.089895
1.1715129, 44163.303, 9030.0589, -4830.6125, 277.58326, -3622.997, 18514.937, 60.292548, 57.289616, 59.314359, 43708.108, -303.58165, 2022000, 294.95121, 62223.045, 204879.92, 1.1763709, -0.21438953, -4.1085467, 5.581108, 1011, 63.187609, 14.664814, 14.428808
1.1730294, 44170.732, 9026.8655, -4762.6833, 291.54219, -3692.8154, 18929.529, 60.367044, 57.577728, 58.868519, 43728.586, 488.02521, 2024000, 301.55586, 62658.115, 204615.04, 1.1742642, -1.2715505, -4.3377843, 5.9115204, 1012, -29.178725, -152.93489, 33.766157
1.176105, 43900.964, 9087.9167, -4702.9804, 270.35323, -3624.6352, 18707.818, 60.453571, 57.47117, 58.739246, 43617.977, -530.60923, 2026000, 298.02389, 62325.795, 204079.96, 1.1767477, 0.0095340256, 2.6061435, -3.5099994, 1013, 33.519234, 54.397215, 73.375492
1.1773298, 44100.288, 9094.0331, -4835.6569, 261.10302, -3614.4319, 18903.507, 60.248742, 57.339387, 59.012947, 43700.205, 91.279578, 2028000, 301.14131, 62603.712, 203867.66, 1.1742913, -2.632504, -0.61884811, 3.8045998, 1014, -76.330321, -10.623694, 59.207306
1.1777565, 44022.427, 9100.5695, -4765.5834, 283.78392, -3716.6846, 19037.066, 60.241539, 57.204124, 59.138126, 43615.331, -320.79572, 2030000, 303.26897, 62652.398, 203793.8, 1.1741686, -0.022324752, -4.7563183, 4.0068497, 1015, 44.943508, 2.8281563, 49.742214
1.1772751, 43833.711, 9216.2957, -4651.1382, 284.48619, -3717.0336, 18918.58, 60.351812, 57.656096, 58.591274, 43671.643, 154.62608, 2032000, 301.38143, 62590.224, 203877.12, 1.1785881, -7.3794657, 5.9527257, -2.7902085, 1016, 1.56438, -14.526247, -34.040596
1.1710223, 44221.695, 9193.8423, -4917.383, 250.81932, -3618.9275, 18770.791, 60.831631, 57.218182, 58.886775, 43800.748, 298.33127, 2034000, 299.02709, 62571.54, 204965.74, 1.1758175, -2.1354862, 6.1966607, -6.6024258, 1017, 6.5954001, -0.78935476, -96.491293
1.1736342, 44125.045, 9146.6653, -4673.4301, 274.36682, -3662.0418, 18760.877, 60.633462, 57.194637, 58.972025, 43869.434, -222.79751, 2036000, 298.86915, 62630.31, 204509.61, 1.1723601, 1.6329326, -5.2312109, 1.3409527, 1018, 22.024148, 17.515276, 28.185448
1.1740755, 43967.311, 9019.3351, -4595.0098, 272.21226, -3614.5932, 18895.175, 60.32979, 57.357558, 59.078295, 43733.049, -147.10132, 2038000, 301.00857, 62628.223, 204432.73, 1.1734613, 1.6841815, -0.49479515, -3.8689, 1019, 55.157836, -32.950761, 22.508049
1.1803333, 44072.993, 9108.8172, -4540.2931, 310.92299, -3666.7104, 18817.269, 60.251099, 57.082984, 59.124866, 43929.758, -977.5917, 2040000, 299.76751, 62747.027, 203348.89, 1.1742989, -6.9574068, -2.4612291, 11.87193, 1020, 87.098724, 113.65109, 96.413625
1.1760423, 44079.553, 9017.1193, -4687.3397, 288.03177, -3697.7988, 18783.672, 60.56838, 57.133708, 58.977334, 43641.973, -854.91719, 2042000, 299.23229, 62425.645, 204090.84, 1.1762019, 3.7412269, 2.3604542, -8.0344351, 1021, 114.90707, 34.019645, 110.94673
1.181696, 44140.286, 8997.6988, -4603.0378, 280.34014, -3671.0778, 18780.284, 60.236372, 57.122078, 59.030692, 43821.235, -626.61672, 2044000, 299.17831, 62601.519, 203114.38, 1.1751844, -2.2848069, 1.9492697, 4.2984858, 1022, 18.820224, 70.158207, 101.49739
1.1779925, 44042.279, 9099.5527, -4536.9926, 297.61092, -3653.4934, 18921.714, 60.512597, 57.218251, 58.846898, 43922.96, 292.71536, 2046000, 301.43136, 62844.674, 203752.97, 1.1762693, 0.11976647, -1.1006236, -1.0813357, 1023, -58.719887, 19.498138, -49.756402
1.1735461, 44212.503, 8971.8954, -4560.6368, 305.22553, -3690.4076, 18785.404, 60.596285, 56.954094, 59.261873, 43934.927, -738.15448, 2048000, 299.25988, 62720.332, 204524.96, 1.1755591, 0.23493796, 1.3681222, -4.3576272, 1024, 97.984254, 10.487815, 115.90844
1.1744108, 44054.728, 9156.4651, -4687.0275, 294.69606, -3639.382, 19002.162, 60.491135, 57.185092, 59.081547, 43866.831, -107.54835, 2050000, 302.71293, 62868.993, 204374.36, 1.1757633, 2.6786969, -9.5505479, 6.2725683, 1025, 89.048802, 58.906231, -115.26302
1.1741602, 44108.107, 9044.3395, -4704.9718, 284.88429, -3678.9507, 18800.314, 60.588214, 57.165118, 59.020088, 43722.238, 5.0957906, 2052000, 299.49741, 62522.552, 204417.99, 1.1767875, -3.594369, 5.1370695, -5.4319953, 1026, -97.958656, 6.9490042, 89.460659
1.173968, 44159.261, 8980.5971, -4761.5457, 266.91213, -3639.344, 18891.268, 60.35347, 57.233077, 59.188982, 43670.092, -252.37865, 2054000, 300.94634, 62561.36, 204451.46, 1.1746226, 0.11930822, -4.0731998, 1.4431193, 1027, 34.372249, 40.395851, 1.9486994
1.1752, 43998.081, 9167.8736, -4732.7622, 287.79086, -3654.5397, 18819.231, 60.39907, 57.07766, 59.243168, 43748.374, 389.56627, 2056000, 299.79875, 62567.605, 204237.12, 1.1744429, 1.256799, 2.0872298, 5.0055399, 1028, -6.5857618, -113.81165, 1.9789987
1.1714867, 44121.682, 9081.7877, -4785.3652, 288.99438, -3583.7983, 18718.475, 60.69242, 57.283503, 58.931168, 43826.303, 720.47681, 2058000, 298.19367, 62544.778, 204884.49, 1.1752149, 2.744241, 6.0734451, -2.5812927, 1029, 22.487174, -61.752058, -179.74206
1.1746084, 44122.674, 9094.6178, -4696.2661, 281.64595, -3668.8994, 18878.693, 60.895249, 56.800073, 59.077355, 43790.511, -376.87056, 2060000, 300.74601, 62669.204, 204339.98, 1.1758478, 4.0648426, -4.5552156, -5.1700356, 1030, 106.33818, 15.670406, -7.449358
1.1773508, 44112.544, 9091.0027, -4670.3889, 286.33747, -3651.342, 18857.014, 60.584793, 56.765917, 59.277419, 43873.974, 48.587458, 2062000, 300.40066, 62730.988, 203864.01, 1.1742255, 1.2480478, 3.8744176, 0.46861577, 1031, -65.776545, 42.298967, 8.708205
1.1724753, 44091.9, 9149.1244, -4829.544, 282.14885, -3654.3134, 18814.096, 60.544, 56.937511, 59.38451, 43745.944, 395.29082, 2064000, 299.71696, 62560.04, 204711.75, 1.178659, -10.814332, -3.5636106, 4.1992747, 1032, -0.94326466, -52.99401, -66.221252
1.1816045, 44249.442, 9096.5349, -4757.6022, 279.20227, -3672.1614, 18888.524, 60.660336, 56.944102, 58.80588, 43880.854, 593.46382, 2066000, 300.90262, 62769.378, 203130.11, 1.178945, 5.5626929, 0.19073046, -3.56553, 1033, -57.777712, -5.6328069, -116.98765
1.1755471, 44072.252, 9025.7112, -4535.6149, 286.0309, -3757.7276, 18660.859, 60.460353, 56.860653, 59.391446, 43792.899, -715.92369, 2068000, 297.27582, 62453.759, 204176.81, 1.1773474, 0.57260405, 4.0787033, -0.94763374, 1034, 12.121354, 162.11711, 43.384436
1.171227, 44150.685, 9211.6858, -4887.825, 284.08156, -3734.2816, 18911.465, 60.561801, 56.853799, 59.517835, 43759.465, 76.957953, 2070000, 301.26808, 62670.93, 204929.93, 1.1772078, -1.7081954, -8.3388656, 6.5247659, 1035, 25.2904, 43.586678, -92.270372
1.1736477, 44221.34, 9110.8734, -4671.2583, 280.76177, -3747.165, 18888.313, 60.405252, 57.032605, 59.362308, 43914.451, -279.48936, 2072000, 300.89926, 62802.764, 204507.24, 1.1748548, 1.1855318, 8.3006083, -2.4543064, 1036, 92.620362, -44.121533, 36.458949
1.1743339, 44046.854, 8963.669, -4677.2754, 285.38105, -3615.7525, 18888.892, 60.431375, 57.07126, 59.261808, 43716.445, -225.50987, 2074000, 300.90849, 62605.337, 204387.74, 1.1750272, -2.2198374, -6.3267607, -2.0139478, 1037, 20.55233, 103.70677, -55.709736
1.1784004, 44143.704, 9161.2295, -4774.8858, 285.33027, -3663.6557, 18977.553, 60.09833, 56.806891, 59.660947, 43851.842, -58.862282, 2076000, 302.3209, 62829.395, 203682.43, 1.1723917, 3.3682611, 2.9568532, 0.89915008, 1038, 3.7995458, -74.051486, 88.144602
1.1768413, 44057.007, 9078.3234, -4730.4644, 281.20379, -3702.2403, 18861.694, 60.459057, 56.900046, 59.286329, 43661.963, 496.99931, 2078000, 300.47522, 62523.658, 203952.27, 1.1745532, -7.5197871, -1.114334, 11.921628, 1039, -18.981377, -103.21095, -28.883042
1.1736822, 44060.353, 9064.513, -4718.9966, 299.47947, -3609.8401, 18783.248, 60.429408, 56.993168, 59.377896, 43772.782, -198.96197, 2080000, 299.22554, 62556.031, 204501.24, 1.1733656, 4.1915264, 0.18005903, -3.6293001, 1040, 60.636249, 53.301062, -53.457845
1.175342, 44011.652, 9112.5786, -4712.4791, 285.97119, -3678.0314, 18779.575, 60.052888, 56.981765, 59.677745, 43715.371, -148.82049, 2082000, 299.16702, 62494.946, 204212.44, 1.1758236, 0.78996624, -2.6757447, -2.56314, 1041, 13.872324, 54.549145, -23.18376
1.1718725, 43991.873, 9085.0333, -4641.7454, 288.64489, -3614.6327, 18991.044, 60.397654, 56.988687, 59.505534, 43790.711, 114.59463, 2084000, 302.53582, 62781.756, 204817.04, 1.1728294, -4.1394277, -1.0066412, 10.116324, 1042, 75.520042, -38.158749, -72.195195
1.1756194, 44187.718, 9045.8571, -4732.2841, 288.30312, -3647.9023, 18628.047, 60.268439, 57.187629, 59.236265, 43804.123, -47.885793, 2086000, 296.7531, 62432.169, 204164.25, 1.1761112, -0.9738307, -2.9630103, -7.8062853, 1043, -35.830106, -37.126602, 87.512792
1.1766197, 44294.956, 9051.68, -4729.6186, 284.00455, -3663.0961, 18776.573, 60.009932, 57.247848, 59.378336, 43897.29, 351.49877, 2088000, 299.11919, 62673.863, 203990.68, 1.176155, 2.9666607, -4.0509137, 1.7702803, 1044, -18.238518, -100.03833, 11.430005
1.1741349, 44262.95, 9011.4283, -4668.0284, 290.20294, -3676.8519, 18680.026, 59.845493, 57.164403, 59.7546, 43856.822, 564.75437, 2090000, 297.58117, 62536.849, 204422.39, 1.1730718, 0.14557306, 6.1746094, 0.26664461, 1045, -83.029046, -28.030097, -60.612066
1.1691255, 44183.149, 9091.6614, -4789.366, 291.20012, -3655.9828, 18837.743, 60.12515, 56.904604, 60.00421, 43788.71, -82.121293, 2092000, 300.09366, 62626.454, 205298.28, 1.1728183, 0.96220626, -7.7283551, 14.616273, 1046, 23.061516, -1.3210678, 3.2223719
1.1749376, 44078.688, 9122.9587, -4669.8644, 268.37362, -3714.5054, 18647.728, 60.194166, 57.104346, 59.430323, 43774.203, -101.45613, 2094000, 297.06664, 62421.931, 204282.73, 1.1761097, -5.3227677, -1.0494974, -1.1470568, 1047, 103.49253, -118.94828, 46.29587
1.1733408, 44074.068, 9247.3646, -4662.3882, 292.63262, -3754.4245, 18743.183, 60.60319, 57.031119, 59.185444, 43875.475, -58.183599, 2096000, 298.58728, 62618.658, 204560.74, 1.1760472, -1.0948074, -5.3018167, -0.86814567, 1048, 37.300201, -7.2189794, -12.394862
